productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,lastmodby,ischildofproductcode,ischildofproductcode_productid,options_cloned_from_productid,photos_cloned_from_productid,share_stockstatus_with_productid,productpopularity,homepage_section,autodropship,donotallowbackorders,warehouselocation,warehouseaisle,warehousebin,warehousecustom,upc_code,productkeywords,productnameshort,productweight,freeshippingitem,minqty,maxqty,recurringstartprice,recurringstartduration,recurringprice,recurringhowoften,recurringduration,allowpriceedit,productprice,listprice,saleprice,taxableproduct,selectedoptionids,giftwrapcost,downloadfile,availability,metatag_title,metatag_description,discountedprice_level1,discountedprice_level2,discountedprice_level3,discountedprice_level4,discountedprice_level5,photo_subtext,photo_alttext,discountedrecurringprice_level1,discountedrecurringprice_level2,discountedrecurringprice_level3,discountedrecurringprice_level4,discountedrecurringprice_level5,fixed_shippingcost,fixed_shippingcost_outside_localregion,uses_product_keytypes,price_subtext,price_subtext_short,listprice_name,productprice_name,saleprice_name,hide_yousave,hide_freeaccessories,setupcost,setupcost_name,discountedsetupcost_level1,discountedsetupcost_level2,discountedsetupcost_level3,discountedsetupcost_level4,discountedsetupcost_level5,setupcost_title,stockreorderqty,warehouses,affiliate_commissionable_value,addtocartbtn_replacement_text,book_isbn,productcondition,estship_ground,estship_2ndday,estship_overnight,customfield1,customfield2,customfield3,customfield4,customfield5,shoppingdotcom_category,yahoo_category,yahoo_medium,productmanufacturer,hide_when_outofstock,stocklowqtyalarm,addtopo_now,lastpo_qty,lastpo_date,howtogetsaleprice,inv_verify_qtyonhand,inv_lastverified,enablemultichildaddtocart,vendor_price,enableoptions_inventorycontrol,photourl_small,photourl_large,private_section_customers_only,quickbooks_item_accnt,quickbooks_item_assetaccnt,quickbooks_item_cogsaccnt,vat_percentage,recurring_pricing_text,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription,productfeatures,techspecs,extinfo,orderfinished_note,metatag_keywords,productdescription_abovepricing,custom_metatags_override,ean,google_product_category,google_size,google_color,google_gender,google_age_group,google_availability,google_pattern,google_material,estdaystoship,google_unique_identifier_exists,google_adult_product,google_sizetype,google_sizesystem,nonshippable,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,createddate,mpn,hazardousproduct,avalarataxcode,createdutc,modifiedutc,unitofmeasure,categoryids,optionids,accessories,freeaccessories,producturl,photourl,categorytree,numproductssharingstock,photoseed
"IE-MA2-S","","IE-MA2-S: Maxi Magnabutment","","","Y","","11/19/2025 12:37:00 PM","","","","14860","","","","","","","","N","N","","","","","","","","1","Y","","","","","","","","","237.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","","<p class=""MsoNormal"" style=""margin-bottom:0in;mso-line-height-alt:14.4pt;
mso-outline-level:1;vertical-align:baseline""><b><span style=""font-size:24.0pt;
font-family:&quot;Times New Roman&quot;,serif;mso-fareast-font-family:&quot;Times New Roman&quot;;
mso-font-kerning:18.0pt;mso-ligatures:none"">Southern Implants Magnabutments for
IE <o:p></o:p></span></b></p>

<p class=""MsoNormal"" style=""margin-bottom:0in;mso-line-height-alt:14.4pt;
mso-outline-level:1;vertical-align:baseline""><b><span style=""font-size:24.0pt;
font-family:&quot;Times New Roman&quot;,serif;mso-fareast-font-family:&quot;Times New Roman&quot;;
mso-font-kerning:18.0pt;mso-ligatures:none"">Implants & Vistafix (Codhlear)
Gen II Implants<o:p></o:p></span></b></p>

<p class=""MsoNormal"" style=""margin-bottom:0in;mso-line-height-alt:14.4pt;
mso-outline-level:1;vertical-align:baseline""><b><span style=""font-size:24.0pt;
font-family:&quot;Times New Roman&quot;,serif;mso-fareast-font-family:&quot;Times New Roman&quot;;
mso-font-kerning:18.0pt;mso-ligatures:none"">External Hex<br /></span></b><span style=""color: rgb(6, 51, 117); font-family: &quot;inherit&quot;, serif; font-size: 11.5pt; background-color: initial; letter-spacing: 0px;""> </span></p><p style=""margin:0in;tab-stops:45.8pt 91.6pt 137.4pt 183.2pt 229.0pt 274.8pt 320.6pt 366.4pt 412.2pt 458.0pt 503.8pt 549.6pt 595.4pt 641.2pt 687.0pt 732.8pt;
vertical-align:baseline""><span style=""font-size:11.5pt;font-family:&quot;inherit&quot;,serif;
mso-bidi-font-family:&quot;Courier New&quot;;color:#063375"">Magnabutment to fit: </span><span style=""color: rgb(6, 51, 117); font-family: &quot;inherit&quot;, serif; font-size: 11.5pt; background-color: initial; letter-spacing: 0px;"">Southern
Implant Magnabutments for IE, IT & HX systems.<br /></span><span style=""color: rgb(6, 51, 117); font-family: &quot;inherit&quot;, serif; font-size: 11.5pt; background-color: initial; letter-spacing: 0px;"">Maxi Magnabutment (Diameter 5.1mm)<br /></span></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","3/25/2024 1:14:34 PM","","","","2024-03-25 20:14:33.66 +00:00","2024-03-25 20:14:33.66 +00:00","","9,101,102","","","","https://www.factor2.com/ProductDetails.asp?ProductCode=IE-MA2-S","http://www.factor2.com/v/vspfiles/photos/IE-MA2-S-1.jpg","Magnetic Components","0",""
"J-100","","J-100: Ocular Disc Black","","","","","9/30/2024 11:30:00 AM","","","","13244","","","","","","","","N","N","","","","","","J100","J-100 Ocular Disc Black","1","N","","","","","","","","N","0.75","","","","","","","Usually Ships in 24 to 48 Hours","J-100 Ocular Disc Black","J-100 Ocular Disc Black, A black ocular disc used in developing prosthetic eyes.","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","For developing prosthetic eyes","A black ocular disc used in developing prosthetic eyes.<br /><br />**SIZE 9.5 IS SUBJECT TO AVAILABILITY**","","","","","Ocular disc, artificial eyes, ocular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81,80","270,271,272,273,275,276","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-100","http://www.factor2.com/v/vspfiles/photos/J-100-1.jpg","Ocular Products > Components","0",""
"J-116","","J-116 Ocular Prosthetic Pupil Ink 1oz","","","","","10/29/2025 12:38:00 PM","","","","9210","","","","","","","","N","N","","","","","","j-116, j116, 116, pupil ink, ink","J-116 Pupil ink","1","N","","","","","","","","N","10.75","","","","","","","Usually Ships in 24 to 48 Hours","J-116 Pupil ink","J-116 Pupil ink for ocular prosthetics","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","Pupil Ink for ocular Prosthesis","J-116 Pupil Ink is a black ink suspended in cross-linked monomer.<br />This product is perfect for adding the pupil to an ocular button.<br />Mix with <a href=""http://www.factor2.com/Crystal_Clear_Polymer_p/ac-104-p.htm"" target=""_blank"">AC-104P self cure acrylic resin</a> to create the pupil.<br />Mix 1 part Polymer to 3 parts Monomer by weight or volume.<br />Cure in pressure pot at 20psi for 30 minutes.<br /><br /><span style=""font-size: 14px;""></span><span style=""color: rgb(255, 0, 0); font-family: Arial, sans-serif; font-style: italic; font-weight: 700; background-color: rgb(238, 238, 238);""><span style=""font-size: 14px;"">***Customers purchasing this product and choosing AIR SHIPPING can avoid additional shipping expenses by ordering this product in 1 oz. containers.*** (some restrictions apply)</span></span>","","<ul>
	<li><a href=""http://www.factor2.com/v/vspfiles/sds%20tds%202023/sds%202023/J-116%20(Factor)%20(SDS)%20(Mar18).pdf"" target=""_blank"">SDS</a></li>
	<li><a href=""https://www.factor2.com/v/vspfiles/sds%20tds%202023/tds%202023/J-116%20%28TDS%29%20%28Factor%202%29.pdf"" target=""_blank"">TDS</a></li>
</ul>","","","artificial eye, ocular paint, opthalmic artificial ink, J-116 artificial eye pupil ink","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80,1,85,81,89,6,82,1976,1982,25","","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-116","http://www.factor2.com/v/vspfiles/photos/J-116-1.jpg","Ocular Products","0","1496222062"
"J-120","","J-120: Ocular Disc Clear","","","","","9/30/2024 11:46:00 AM","","","","13244","","","","","","","","N","N","","","","","","J120","J-120 Ocular Disc, Clear","1","N","","","","","","","","N","0.65","","","","","","","Usually Ships in 24 to 48 Hours","J-120 Ocular Disc, Clear","J-120 Ocular Disc, Clear, A Clear Ocular Disc used for developing prosthetic eyes.","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","For developing prosthetic eyes","A clear ocular disc used for developing prosthetic eyes.","","","","","J-120 Ocular Disc, Clear, A Clear Ocular Disc used for developing prosthetic eyes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81,80","270,271,272,273,275,1347","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-120","http://www.factor2.com/v/vspfiles/photos/J-120-1.jpg","Ocular Products > Components","0",""
"J-121","","J-121: Ocular Disc Clear","","","","","9/30/2024 11:37:00 AM","","","","13244","","","","","","","","N","N","","","","","","J121","J-121 Ocular Disc, Clear with a 2mm Aperture","1","N","","","","","","","","N","0.75","","","","","","","Usually Ships in 24 to 48 Hours","J-121 Ocular Disc, Clear with a 2mm Aperture","J-121 Ocular Disc, Clear with a 2mm Aperture, ocular disc, artificial eyes, ocular","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","With a 2 mm aperture for developing prosthetic eyes","A clear vinyl ocular disc with a 2 mm aperture used for developing prosthetic eyes.<br /><br />***SIZES 11.5 W/3MM APERTURE AND 12.7 W/2MM APERTURE IS SUBJECT TO AVAILABILITY*** <br /><br />***ALL SIZES ARE DISCONTINUED WHEN GONE***<br />","","","","","J-121 Ocular Disc, Clear with a 2mm Aperture, ocular disc, artificial eyes, ocular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81,80","270,271,272,273,275,1346,1347","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-121","http://www.factor2.com/v/vspfiles/photos/J-121-1.jpg","Ocular Products > Components","0",""
"J-122","","BUTTONS LT GRY","","","","","3/7/2024 3:34:00 PM","","","","13244","","","","","","","","N","N","","","","","","","","1","N","","","","","","","","N","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","","J-122 BUTTONS LT GRY (DISCONTINUED WHEN GONE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","4/27/2021 11:57:57 AM","","","","","","","80","270,275","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-122","http://www.factor2.com/v/vspfiles/photos/J-122-1.jpg","Ocular Products","0",""
"J-130","","J-130: Ocular Disc Black","","","","","8/12/2024 2:43:00 PM","","","","13244","","","","","","","","N","N","","","","","","J130","J-130 Ocular Disc, Black with a 2mm Aperture","1","N","","","","","","","","N","0.75","","","","","","","Usually Ships in 24 to 48 Hours","J-130 Ocular Disc, Black with a 2mm Aperture","J-130 Ocular Disc, Black with a 2mm Aperture","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","With a 2 mm aperture for developing prosthetic eyes","A black ocular disc with a 2 mm aperture used for developing prosthetic eyes.","","","","","J-130 Ocular Disc, Black with a 2mm Aperture, ocular disc, artificial eyes, ocular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81,80","270,271,272,273,275","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-130","http://www.factor2.com/v/vspfiles/photos/J-130-1.jpg","Ocular Products > Components","0",""
"J-17","","J-17: Ocular Impression Tray","","","","","7/9/2024 10:30:00 AM","","","","14860","","","","","","","","N","N","","","","","","J17","J-17 Ocular Impression Tray","1","N","","","","","","","","N","68.95","","","","","","","","Ocular Impression Tray","This tray use in the eye socket to take an impression to fit an artificial (eye) prosthesis.","","","","","","","J-17 Ocular Impression Tray","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","Available in various sizes","Ocular impression trays available in various sizes. Use in the eye socket to take an impression to fit an artificial eye prosthesis.<hr /><span style=""font-size: 18px;""><b>DISCONTINUED WHEN GONE!!!</b></span>","","","","","J-17 Ocular Impression Tray, Ocular Impression Tray, eye impression tray","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34,81,80","405","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-17","http://www.factor2.com/v/vspfiles/photos/J-17-1.jpg","Impression Materials","0",""
"J-200","","J-200: Ocular Button, Clear","","","","","11/17/2025 10:41:00 AM","","","","9210","","","","","","","","N","N","","","","","","J200","J-200 Ocular Button, Clear","1","N","","","","","","","","N","21","","","","","","","Subject to availability","J-200 Ocular Button, Clear","J-200 Ocular Button, Clear, A Clear Ocular Button with an Aperture used for developing prosthetic eyes.","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","With an aperture for developing prosthetic eyes","A single clear ocular button with an aperture used for developing prosthetic eyes. Specific aperture sizes are available. <br /><br /><font color=""Red""> Not sold as a pair</font>","","","","","J-200 Ocular Button, Clear, A Clear Ocular Button with an Aperture used for developing prosthetic eyes.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81,80","270,271,272,273,275,278,279","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-200","http://www.factor2.com/v/vspfiles/photos/J-200-1.jpg","Ocular Products > Components","0",""
"J-200-4mm","","J-200: Ocular Button, Clear (4mm)","","","","","11/17/2025 10:45:00 AM","","","","9210","","","","","","","","N","N","","","","","","J200","J-200 Ocular Button, Clear","1","N","","","","","","","","","21","","","","","","","Subject to availability","J-200 Ocular Button, Clear","J-200 Ocular Button, Clear, A Clear Ocular Button with an Aperture used for developing prosthetic eyes.","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","With an aperture for developing prosthetic eyes","A single clear ocular button with an aperture used for developing prosthetic eyes. Specific aperture sizes are available. <br /><br /><font color=""Red""> Not sold as a pair<br /><br />***DISCONTINUED WHEN GONE***<br />SUBJECT TO AVAILABLILITY, PLEASE CALL FOR AVAILABILTIY BEFORE PLACING YOUR ORDER!!!</font>","","","","","J-200 Ocular Button, Clear, A Clear Ocular Button with an Aperture used for developing prosthetic eyes.","","","","","","","","","","","","","","","","","","","","","","","9/30/2024 11:58:51 AM","","","","2024-09-30 18:58:50.64 +00:00","2024-09-30 18:58:50.64 +00:00","","81,80","270,271,272,273,275,1348","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-200-4mm","http://www.factor2.com/v/vspfiles/photos/J-200-4mm-1.jpg","Ocular Products > Components","0",""
"J-300","","J-300: Ocular Veining Thread","","","","","11/19/2015 1:18:00 PM","","","","10","","","","","","","","N","N","","","","","","J300","J-300 Ocular Veining Thread","1","N","","","","","","","","N","1","","","","","","","","J-300 Ocular Veining Thread","J-300 Ocular Veining Thread","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","Red Rayon Fiber 1 Yd.","Red rayon fiber, ocular veining thread.  1 yard<br /><b></b>","","","","","J-300 Ocular Veining Thread, Ocular veining, eye prosthesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81,80","","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-300","http://www.factor2.com/v/vspfiles/photos/J-300-1.jpg","Ocular Products > Components","0",""
"J-301-3","","SILICONE EYE PATCH-ADULT","","","","","10/3/2023 3:47:00 PM","","","","13244","","","","","","","","N","N","","","","","","","","1","N","","","","","","","","","13.95","","","","","","","Usually Ships in 24 to 48 Hours","","","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","","SILICONE EYE PATCH, ONE SIZE FITS MOST ADULTS (DISCONTINUED WHEN GONE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","10/3/2023 3:47:58 PM","","","","2023-10-03 22:47:58.20 +00:00","2023-10-03 22:47:58.20 +00:00","","80,83","1298,1299","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-301-3","http://www.factor2.com/v/vspfiles/photos/J-301-3-1.jpg","Ocular Products","0",""
"J-303-C","","J-303: Eye Patch, Child Size","","","","","12/19/2023 9:48:00 AM","","","","13244","","","","","","","","N","N","","","","","","J303","J-303 Eye Patch, Child Size","1","N","","","","","","","","N","3","","","","","","","Usually Ships in 24 to 48 Hours","J-303 Eye Patch, Child Size","J-303 Eye Patch, Child Size","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","Smaller and will fit snugly, call for color availability","Best for use with children as the patch is smaller and will fit snugly.","","","","","J-303 Eye Patch, Child Size","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83,80","7,8,9,10,11,1294,1295","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-303-C","http://www.factor2.com/v/vspfiles/photos/J-303-C-1.jpg","Ocular Products > Patient Care","0",""
"J-305","","J-305: Monopoly Syrup","","","","","7/31/2024 9:15:00 AM","","","","9210","","","","","","","","N","N","","","","","","J305","Monopoly Syrup","1","N","","","","","","","","N","11.95","","","","","","","Usually Ships in 24 to 48 Hours","Monopoly Syrup","This is used as a painting medium and sealing of acrylic artificial eyes.","","","","","","","Monopoly Syrup","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","Painting medium for artificial eyes.","J-305 Monopoly Syrup(Cross-linked).  Used in painting and sealing of acrylic artificial eyes.<div><p class=""MsoNormal""><span style=""font-weight: bold;""><span style=""font-size: 8.5pt; font-family: Arial, sans-serif; color: red; background-color: rgb(238, 238, 238); font-style: italic; background-position: initial initial; background-repeat: initial initial;"">***Customers purchasing this product and choosing
AIR SHIPPING can avoid additional shipping expenses by ordering this product in
1 oz. containers.***  (some restrictions
apply)<o:p></o:p></span></span></p></div>","","<ul><li><a href=""http://www.factor2.com/v/vspfiles/sds tds 2023/sds 2023/J-305 (Factor II SDS) (Hazardous) (Mar19).pdf"" target=""_blank"">SDS</a></li></ul>","","","J-305 Monopoly Syrup, Monopoly Syrup, artificial eyes, painting medium, acrylic solution,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,82,80,1976,1982,25,6","813,814","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-305","http://www.factor2.com/v/vspfiles/photos/J-305-1.jpg","Acrylics","0",""
"J-400","","J-400: Suction Cups","","","","","1/31/2023 12:19:00 PM","","","","13244","","","","","","","","N","N","","","","","","J400","J-400 Suction Cups","1","N","","","","","","","","N","3.5","","","","","","","Usually Ships in 24 to 48 Hours","J-400 Suction Cups","J-400 Suction Cups, Suction Cups small to remove Ocular prosthesis from the socket","","","","","","","","","","","","","","","","","","","","","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","N","","","","","","N","","N","","","","","","","","","","","","","N","","N","N","","For removal of ocular prosthesis","Suction cups to remove ocular prosthesis from the socket.","","<a href=""http://www.factor2.com/v/vspfiles/sds tds 2023/tds 2023/J-400 IFU (Factor II) Tech.pdf"" target=""_blank"">J-400 IFU</a>","","","J-400 Suction Cups, suction cups, ocular, Suction Cups small to remove Ocular prosthesis from the socket","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83,80","298,299,898","","","https://www.factor2.com/ProductDetails.asp?ProductCode=J-400","http://www.factor2.com/v/vspfiles/photos/J-400-1.jpg","Ocular Products > Patient Care","0","1323183165"
